Series,Cluster
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130868828,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128691099,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001574977998,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000025956360,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736970,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021559059,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021285495,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375374317,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001145788567,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021372222,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573356513,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021716084,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020739366,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573249720,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375482143,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021814952,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021219865,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733612,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062157279,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000079125491,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939000757,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284371,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000030803819,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021204376,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284373,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573370823,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021577706,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375613543,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129143631,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574717125,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377908538,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151828872,Cluster 1
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128085523,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128605430,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938828873,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377075998,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938762526,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021365711,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377323905,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021247079,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001146236058,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020741527,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377921155,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151849089,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377377717,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377126412,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573268344,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736653,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020741529,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021550979,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021242379,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376342331,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022353489,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284322,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001576045420,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022498953,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020734325,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573981560,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151848235,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000033406343,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001578053751,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001574836522,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001185219195,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151864972,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375590691,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021568422,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573733494,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021238364,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377119344,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573259012,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733615,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021532187,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377899666,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736637,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938885716,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733600,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151934078,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000572512388,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284766,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021214361,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000495556297,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021359311,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001578634962,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021375450,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000185848826,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000100805214,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129108003,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001146136326,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021375656,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021389246,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736978,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021247078,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938824245,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000028995799,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022305519,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021244001,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021412012,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494931307,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736962,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377327187,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736674,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021310336,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001145848856,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737119,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062157271,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151932046,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001131112478,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375476791,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377921153,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000252955338,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736660,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938627693,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151849088,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021412984,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376305244,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021297602,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573438523,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377075966,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022807014,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375623188,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022285597,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736884,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151929026,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021399555,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001131207250,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022670447,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001573868907,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151920009,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021072262,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376035963,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151931035,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000027302442,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001131206529,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001187339114,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000029115543,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021247437,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021116067,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021202350,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000023028900,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151934077,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375591101,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151829026,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736647,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021225088,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001573486497,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737032,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574694806,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001131158360,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021375642,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376791927,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375635511,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021297605,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021296101,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375616124,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021243994,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020744621,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938989226,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021356337,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021575986,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020744606,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494794266,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021271022,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021205043,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375641748,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939014861,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021242380,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021437725,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021575987,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000252981892,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939309050,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736679,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021372228,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376876791,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001131207248,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001461485367,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021571383,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736686,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021310335,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020747499,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021384471,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375591102,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062165730,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377904335,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021304767,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151931029,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939046114,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151931026,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021238362,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375505282,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001378378794,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022387732,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001494345312,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001145850547,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021400963,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021428751,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375592481,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001185812640,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021285496,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494815571,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021202320,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737537,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573830885,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375616183,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001575664044,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021210056,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021382996,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021843328,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375475633,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736972,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129024821,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736966,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021394550,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574474579,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494906623,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151945227,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021575988,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128363179,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736985,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574625942,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001146097339,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151920043,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130869533,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736892,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022519897,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736711,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022784754,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000024332289,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021399554,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737039,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375635559,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022505138,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376345103,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000032337597,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021312466,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001145851252,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021571382,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000494926207,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736642,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939080344,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001578283563,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377327179,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377843952,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737078,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151934080,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021360683,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021372308,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736894,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022363730,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737089,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375591100,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377618118,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733605,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284867,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020988074,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737044,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020737012,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000940008686,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001420325778,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376078422,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151923668,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021378219,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000253319238,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000252694529,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284385,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000252678136,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573130630,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022339897,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151919870,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736704,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001146046546,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021533869,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129318351,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021394551,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573424754,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377129934,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000039694249,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001574793943,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021734806,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000062157307,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021307872,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129145970,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733613,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021205164,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000940046040,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022339896,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001129143042,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021421078,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377695767,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021393410,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021128900,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377350475,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000151945235,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021389251,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375614965,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021389237,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021214320,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000574552649,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000939078529,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022265819,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020733601,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021400964,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376080049,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375509253,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001187541876,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000100217273,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001491518304,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377352809,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130895404,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001421698949,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021284380,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000053422399,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573345741,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020851415,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021571386,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000022502746,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128667016,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573133109,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001162345409,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021219860,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021271955,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021202319,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021399557,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001128423235,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573130754,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130710874,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001398101172,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375641749,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020738253,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376084252,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001130918567,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021378226,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375591284,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938701536,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736638,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736604,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021220561,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000573127873,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377075997,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021831532,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001377450923,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021214319,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938799750,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001376080052,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736685,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736675,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000020736696,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000938885673,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_001375635513,Cluster 2
/Users/arossi/Desktop/BigQuery/preprocessed/machine_000021378234,Cluster 2
